R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
6,0.75,180,0.625,0.75,21,123,334
2,1,180,0.625,1,21,0,334
3,1,180,0.625,1,21,0,334
4,1,180,0.625,1,21,4,334
5,1,180,0.625,1,21,28,334
6,1,180,0.625,1,21,55,334
2,0,210,0.625,0,21,77,334
3,0,210,0.625,0,21,125,334
4,0,210,0.625,0,21,157,334
5,0,210,0.625,0,21,186,334
6,0,210,0.625,0,21,218,334
2,0.25,210,0.625,0.25,21,46,334
3,0.25,210,0.625,0.25,21,113,334
4,0.25,210,0.625,0.25,21,137,334
5,0.25,210,0.625,0.25,21,158,334
6,0.25,210,0.625,0.25,21,178,334
2,0.5,210,0.625,0.5,21,11,334
3,0.5,210,0.625,0.5,21,70,334
4,0.5,210,0.625,0.5,21,113,334
5,0.5,210,0.625,0.5,21,135,334
6,0.5,210,0.625,0.5,21,180,334
2,0.75,210,0.625,0.75,21,1,334
3,0.75,210,0.625,0.75,21,30,334
4,0.75,210,0.625,0.75,21,72,334
5,0.75,210,0.625,0.75,21,101,334
6,0.75,210,0.625,0.75,21,142,334
2,1,210,0.625,1,21,0,334
3,1,210,0.625,1,21,0,334
4,1,210,0.625,1,21,4,334
5,1,210,0.625,1,21,24,334
6,1,210,0.625,1,21,49,334
2,0,240,0.625,0,21,67,334
3,0,240,0.625,0,21,124,334
4,0,240,0.625,0,21,161,334
5,0,240,0.625,0,21,178,334
6,0,240,0.625,0,21,191,334
2,0.25,240,0.625,0.25,21,53,334
3,0.25,240,0.625,0.25,21,111,334
4,0.25,240,0.625,0.25,21,135,334
5,0.25,240,0.625,0.25,21,183,334
6,0.25,240,0.625,0.25,21,184,334
2,0.5,240,0.625,0.5,21,30,334
3,0.5,240,0.625,0.5,21,76,334
4,0.5,240,0.625,0.5,21,105,334
5,0.5,240,0.625,0.5,21,137,334
6,0.5,240,0.625,0.5,21,182,334
2,0.75,240,0.625,0.75,21,2,334
3,0.75,240,0.625,0.75,21,32,334
4,0.75,240,0.625,0.75,21,70,334
5,0.75,240,0.625,0.75,21,111,334
6,0.75,240,0.625,0.75,21,128,334
2,1,240,0.625,1,21,0,334
3,1,240,0.625,1,21,0,334
4,1,240,0.625,1,21,1,334
5,1,240,0.625,1,21,25,334
6,1,240,0.625,1,21,53,334
2,0,270,0.625,0,21,70,334
3,0,270,0.625,0,21,153,334
4,0,270,0.625,0,21,158,334
5,0,270,0.625,0,21,200,334
6,0,270,0.625,0,21,209,334
2,0.25,270,0.625,0.25,21,49,334
3,0.25,270,0.625,0.25,21,106,334
4,0.25,270,0.625,0.25,21,148,334
5,0.25,270,0.625,0.25,21,183,334
6,0.25,270,0.625,0.25,21,185,334
2,0.5,270,0.625,0.5,21,15,334
3,0.5,270,0.625,0.5,21,75,334
4,0.5,270,0.625,0.5,21,106,334
5,0.5,270,0.625,0.5,21,151,334
6,0.5,270,0.625,0.5,21,173,334
2,0.75,270,0.625,0.75,21,0,334
3,0.75,270,0.625,0.75,21,33,334
4,0.75,270,0.625,0.75,21,75,334
5,0.75,270,0.625,0.75,21,103,334
6,0.75,270,0.625,0.75,21,136,334
2,1,270,0.625,1,21,0,334
3,1,270,0.625,1,21,0,334
4,1,270,0.625,1,21,3,334
5,1,270,0.625,1,21,19,334
6,1,270,0.625,1,21,51,334
2,0,300,0.625,0,21,74,334
3,0,300,0.625,0,21,124,334
4,0,300,0.625,0,21,171,334
5,0,300,0.625,0,21,191,334
6,0,300,0.625,0,21,215,334
2,0.25,300,0.625,0.25,21,56,334
3,0.25,300,0.625,0.25,21,116,334
4,0.25,300,0.625,0.25,21,151,334
5,0.25,300,0.625,0.25,21,150,334
6,0.25,300,0.625,0.25,21,196,334
2,0.5,300,0.625,0.5,21,22,334
3,0.5,300,0.625,0.5,21,75,334
4,0.5,300,0.625,0.5,21,119,334
5,0.5,300,0.625,0.5,21,159,334
6,0.5,300,0.625,0.5,21,173,334
2,0.75,300,0.625,0.75,21,0,334
3,0.75,300,0.625,0.75,21,22,334
4,0.75,300,0.625,0.75,21,79,334
5,0.75,300,0.625,0.75,21,120,334
6,0.75,300,0.625,0.75,21,111,334
2,1,300,0.625,1,21,0,334
3,1,300,0.625,1,21,0,334
4,1,300,0.625,1,21,4,334
5,1,300,0.625,1,21,25,334
6,1,300,0.625,1,21,54,334
2,0,330,0.625,0,21,58,334
3,0,330,0.625,0,21,131,334
4,0,330,0.625,0,21,147,334
5,0,330,0.625,0,21,181,334
6,0,330,0.625,0,21,199,334
2,0.25,330,0.625,0.25,21,50,334
3,0.25,330,0.625,0.25,21,100,334
4,0.25,330,0.625,0.25,21,155,334
5,0.25,330,0.625,0.25,21,171,334
6,0.25,330,0.625,0.25,21,176,334
2,0.5,330,0.625,0.5,21,27,334
3,0.5,330,0.625,0.5,21,64,334
4,0.5,330,0.625,0.5,21,118,334
5,0.5,330,0.625,0.5,21,145,334
6,0.5,330,0.625,0.5,21,156,334
2,0.75,330,0.625,0.75,21,0,334
3,0.75,330,0.625,0.75,21,30,334
4,0.75,330,0.625,0.75,21,66,334
5,0.75,330,0.625,0.75,21,92,334
6,0.75,330,0.625,0.75,21,129,334
2,1,330,0.625,1,21,0,334
3,1,330,0.625,1,21,0,334
4,1,330,0.625,1,21,1,334
5,1,330,0.625,1,21,26,334
6,1,330,0.625,1,21,59,334
2,0,360,0.625,0,21,73,334
3,0,360,0.625,0,21,140,334
4,0,360,0.625,0,21,163,334
5,0,360,0.625,0,21,177,334
6,0,360,0.625,0,21,202,334
2,0.25,360,0.625,0.25,21,41,334
3,0.25,360,0.625,0.25,21,109,334
4,0.25,360,0.625,0.25,21,156,334
5,0.25,360,0.625,0.25,21,172,334
6,0.25,360,0.625,0.25,21,188,334
2,0.5,360,0.625,0.5,21,21,334
3,0.5,360,0.625,0.5,21,69,334
4,0.5,360,0.625,0.5,21,120,334
5,0.5,360,0.625,0.5,21,145,334
6,0.5,360,0.625,0.5,21,150,334
2,0.75,360,0.625,0.75,21,1,334
3,0.75,360,0.625,0.75,21,21,334
4,0.75,360,0.625,0.75,21,81,334
5,0.75,360,0.625,0.75,21,94,334
6,0.75,360,0.625,0.75,21,136,334
2,1,360,0.625,1,21,0,334
3,1,360,0.625,1,21,0,334
4,1,360,0.625,1,21,5,334
5,1,360,0.625,1,21,22,334
6,1,360,0.625,1,21,70,334
2,0,-360,0.6666666666666666,0,21,65,334
3,0,-360,0.6666666666666666,0,21,134,334
4,0,-360,0.6666666666666666,0,21,156,334
5,0,-360,0.6666666666666666,0,21,185,334
6,0,-360,0.6666666666666666,0,21,209,334
2,0.25,-360,0.6666666666666666,0.25,21,40,334
3,0.25,-360,0.6666666666666666,0.25,21,102,334
4,0.25,-360,0.6666666666666666,0.25,21,148,334
5,0.25,-360,0.6666666666666666,0.25,21,174,334
6,0.25,-360,0.6666666666666666,0.25,21,187,334
2,0.5,-360,0.6666666666666666,0.5,21,33,334
3,0.5,-360,0.6666666666666666,0.5,21,69,334
4,0.5,-360,0.6666666666666666,0.5,21,118,334
5,0.5,-360,0.6666666666666666,0.5,21,147,334
6,0.5,-360,0.6666666666666666,0.5,21,169,334
2,0.75,-360,0.6666666666666666,0.75,21,1,334
3,0.75,-360,0.6666666666666666,0.75,21,34,334
4,0.75,-360,0.6666666666666666,0.75,21,90,334
5,0.75,-360,0.6666666666666666,0.75,21,88,334
6,0.75,-360,0.6666666666666666,0.75,21,132,334
2,1,-360,0.6666666666666666,1,21,0,334
3,1,-360,0.6666666666666666,1,21,0,334
4,1,-360,0.6666666666666666,1,21,4,334
5,1,-360,0.6666666666666666,1,21,30,334
6,1,-360,0.6666666666666666,1,21,67,334
2,0,-330,0.6666666666666666,0,21,60,334
3,0,-330,0.6666666666666666,0,21,116,334
4,0,-330,0.6666666666666666,0,21,158,334
5,0,-330,0.6666666666666666,0,21,172,334
6,0,-330,0.6666666666666666,0,21,185,334
2,0.25,-330,0.6666666666666666,0.25,21,40,334
3,0.25,-330,0.6666666666666666,0.25,21,93,334
4,0.25,-330,0.6666666666666666,0.25,21,149,334
5,0.25,-330,0.6666666666666666,0.25,21,170,334
6,0.25,-330,0.6666666666666666,0.25,21,211,334
2,0.5,-330,0.6666666666666666,0.5,21,29,334
3,0.5,-330,0.6666666666666666,0.5,21,63,334
4,0.5,-330,0.6666666666666666,0.5,21,115,334
5,0.5,-330,0.6666666666666666,0.5,21,138,334
6,0.5,-330,0.6666666666666666,0.5,21,171,334
2,0.75,-330,0.6666666666666666,0.75,21,1,334
3,0.75,-330,0.6666666666666666,0.75,21,30,334
4,0.75,-330,0.6666666666666666,0.75,21,70,334
5,0.75,-330,0.6666666666666666,0.75,21,87,334
6,0.75,-330,0.6666666666666666,0.75,21,138,334
2,1,-330,0.6666666666666666,1,21,0,334
3,1,-330,0.6666666666666666,1,21,0,334
4,1,-330,0.6666666666666666,1,21,5,334
5,1,-330,0.6666666666666666,1,21,39,334
6,1,-330,0.6666666666666666,1,21,59,334
2,0,-300,0.6666666666666666,0,21,71,334
3,0,-300,0.6666666666666666,0,21,130,334
4,0,-300,0.6666666666666666,0,21,164,334
5,0,-300,0.6666666666666666,0,21,166,334
6,0,-300,0.6666666666666666,0,21,207,334
2,0.25,-300,0.6666666666666666,0.25,21,42,334
3,0.25,-300,0.6666666666666666,0.25,21,111,334
4,0.25,-300,0.6666666666666666,0.25,21,150,334
5,0.25,-300,0.6666666666666666,0.25,21,163,334
6,0.25,-300,0.6666666666666666,0.25,21,190,334
2,0.5,-300,0.6666666666666666,0.5,21,20,334
3,0.5,-300,0.6666666666666666,0.5,21,68,334
4,0.5,-300,0.6666666666666666,0.5,21,109,334
5,0.5,-300,0.6666666666666666,0.5,21,155,334
6,0.5,-300,0.6666666666666666,0.5,21,173,334
2,0.75,-300,0.6666666666666666,0.75,21,3,334
3,0.75,-300,0.6666666666666666,0.75,21,33,334
4,0.75,-300,0.6666666666666666,0.75,21,61,334
5,0.75,-300,0.6666666666666666,0.75,21,101,334
6,0.75,-300,0.6666666666666666,0.75,21,128,334
2,1,-300,0.6666666666666666,1,21,0,334
3,1,-300,0.6666666666666666,1,21,0,334
4,1,-300,0.6666666666666666,1,21,3,334
5,1,-300,0.6666666666666666,1,21,37,334
6,1,-300,0.6666666666666666,1,21,52,334
2,0,-270,0.6666666666666666,0,21,71,334
3,0,-270,0.6666666666666666,0,21,133,334
4,0,-270,0.6666666666666666,0,21,167,334
5,0,-270,0.6666666666666666,0,21,189,334
6,0,-270,0.6666666666666666,0,21,201,334
2,0.25,-270,0.6666666666666666,0.25,21,48,334
3,0.25,-270,0.6666666666666666,0.25,21,111,334
4,0.25,-270,0.6666666666666666,0.25,21,141,334
5,0.25,-270,0.6666666666666666,0.25,21,163,334
6,0.25,-270,0.6666666666666666,0.25,21,181,334
2,0.5,-270,0.6666666666666666,0.5,21,18,334
3,0.5,-270,0.6666666666666666,0.5,21,67,334
4,0.5,-270,0.6666666666666666,0.5,21,115,334
5,0.5,-270,0.6666666666666666,0.5,21,128,334
6,0.5,-270,0.6666666666666666,0.5,21,168,334
2,0.75,-270,0.6666666666666666,0.75,21,0,334
3,0.75,-270,0.6666666666666666,0.75,21,30,334
4,0.75,-270,0.6666666666666666,0.75,21,70,334
5,0.75,-270,0.6666666666666666,0.75,21,102,334
6,0.75,-270,0.6666666666666666,0.75,21,121,334
2,1,-270,0.6666666666666666,1,21,0,334
3,1,-270,0.6666666666666666,1,21,0,334
4,1,-270,0.6666666666666666,1,21,7,334
5,1,-270,0.6666666666666666,1,21,25,334
6,1,-270,0.6666666666666666,1,21,53,334
2,0,-240,0.6666666666666666,0,21,56,334
3,0,-240,0.6666666666666666,0,21,129,334
4,0,-240,0.6666666666666666,0,21,168,334
5,0,-240,0.6666666666666666,0,21,182,334
6,0,-240,0.6666666666666666,0,21,202,334
2,0.25,-240,0.6666666666666666,0.25,21,40,334
3,0.25,-240,0.6666666666666666,0.25,21,108,334
4,0.25,-240,0.6666666666666666,0.25,21,147,334
5,0.25,-240,0.6666666666666666,0.25,21,170,334
6,0.25,-240,0.6666666666666666,0.25,21,198,334
2,0.5,-240,0.6666666666666666,0.5,21,21,334
3,0.5,-240,0.6666666666666666,0.5,21,76,334
4,0.5,-240,0.6666666666666666,0.5,21,121,334
5,0.5,-240,0.6666666666666666,0.5,21,143,334
6,0.5,-240,0.6666666666666666,0.5,21,172,334
2,0.75,-240,0.6666666666666666,0.75,21,0,334
3,0.75,-240,0.6666666666666666,0.75,21,29,334
4,0.75,-240,0.6666666666666666,0.75,21,74,334
5,0.75,-240,0.6666666666666666,0.75,21,109,334
6,0.75,-240,0.6666666666666666,0.75,21,138,334
2,1,-240,0.6666666666666666,1,21,0,334
3,1,-240,0.6666666666666666,1,21,0,334
4,1,-240,0.6666666666666666,1,21,6,334
5,1,-240,0.6666666666666666,1,21,37,334
6,1,-240,0.6666666666666666,1,21,55,334
2,0,-210,0.6666666666666666,0,21,73,334
3,0,-210,0.6666666666666666,0,21,123,334
4,0,-210,0.6666666666666666,0,21,153,334
5,0,-210,0.6666666666666666,0,21,173,334
6,0,-210,0.6666666666666666,0,21,184,334
2,0.25,-210,0.6666666666666666,0.25,21,47,334
3,0.25,-210,0.6666666666666666,0.25,21,102,334
4,0.25,-210,0.6666666666666666,0.25,21,153,334
5,0.25,-210,0.6666666666666666,0.25,21,163,334
6,0.25,-210,0.6666666666666666,0.25,21,182,334
2,0.5,-210,0.6666666666666666,0.5,21,27,334
3,0.5,-210,0.6666666666666666,0.5,21,67,334
4,0.5,-210,0.6666666666666666,0.5,21,109,334
5,0.5,-210,0.6666666666666666,0.5,21,161,334
6,0.5,-210,0.6666666666666666,0.5,21,163,334
2,0.75,-210,0.6666666666666666,0.75,21,1,334
3,0.75,-210,0.6666666666666666,0.75,21,37,334
4,0.75,-210,0.6666666666666666,0.75,21,81,334
5,0.75,-210,0.6666666666666666,0.75,21,101,334
6,0.75,-210,0.6666666666666666,0.75,21,114,334
2,1,-210,0.6666666666666666,1,21,0,334
3,1,-210,0.6666666666666666,1,21,0,334
4,1,-210,0.6666666666666666,1,21,5,334
5,1,-210,0.6666666666666666,1,21,15,334
6,1,-210,0.6666666666666666,1,21,64,334
2,0,-180,0.6666666666666666,0,21,66,334
3,0,-180,0.6666666666666666,0,21,127,334
4,0,-180,0.6666666666666666,0,21,171,334
5,0,-180,0.6666666666666666,0,21,186,334
6,0,-180,0.6666666666666666,0,21,208,334
2,0.25,-180,0.6666666666666666,0.25,21,43,334
3,0.25,-180,0.6666666666666666,0.25,21,107,334
4,0.25,-180,0.6666666666666666,0.25,21,126,334
5,0.25,-180,0.6666666666666666,0.25,21,164,334
6,0.25,-180,0.6666666666666666,0.25,21,188,334
2,0.5,-180,0.6666666666666666,0.5,21,21,334
3,0.5,-180,0.6666666666666666,0.5,21,68,334
4,0.5,-180,0.6666666666666666,0.5,21,127,334
5,0.5,-180,0.6666666666666666,0.5,21,150,334
6,0.5,-180,0.6666666666666666,0.5,21,160,334
2,0.75,-180,0.6666666666666666,0.75,21,0,334
3,0.75,-180,0.6666666666666666,0.75,21,29,334
4,0.75,-180,0.6666666666666666,0.75,21,68,334
5,0.75,-180,0.6666666666666666,0.75,21,112,334
6,0.75,-180,0.6666666666666666,0.75,21,154,334
2,1,-180,0.6666666666666666,1,21,0,334
3,1,-180,0.6666666666666666,1,21,0,334
4,1,-180,0.6666666666666666,1,21,3,334
5,1,-180,0.6666666666666666,1,21,29,334
6,1,-180,0.6666666666666666,1,21,57,334
2,0,-150,0.6666666666666666,0,21,78,334
3,0,-150,0.6666666666666666,0,21,134,334
4,0,-150,0.6666666666666666,0,21,156,334
5,0,-150,0.6666666666666666,0,21,176,334
6,0,-150,0.6666666666666666,0,21,197,334
2,0.25,-150,0.6666666666666666,0.25,21,51,334
3,0.25,-150,0.6666666666666666,0.25,21,103,334
4,0.25,-150,0.6666666666666666,0.25,21,168,334
5,0.25,-150,0.6666666666666666,0.25,21,161,334
6,0.25,-150,0.6666666666666666,0.25,21,218,334
2,0.5,-150,0.6666666666666666,0.5,21,20,334
3,0.5,-150,0.6666666666666666,0.5,21,77,334
4,0.5,-150,0.6666666666666666,0.5,21,100,334
5,0.5,-150,0.6666666666666666,0.5,21,139,334
6,0.5,-150,0.6666666666666666,0.5,21,168,334
2,0.75,-150,0.6666666666666666,0.75,21,0,334
3,0.75,-150,0.6666666666666666,0.75,21,29,334
4,0.75,-150,0.6666666666666666,0.75,21,65,334
5,0.75,-150,0.6666666666666666,0.75,21,97,334
6,0.75,-150,0.6666666666666666,0.75,21,125,334
2,1,-150,0.6666666666666666,1,21,0,334
3,1,-150,0.6666666666666666,1,21,0,334
4,1,-150,0.6666666666666666,1,21,2,334
5,1,-150,0.6666666666666666,1,21,20,334
6,1,-150,0.6666666666666666,1,21,51,334
2,0,-120,0.6666666666666666,0,21,77,334
3,0,-120,0.6666666666666666,0,21,120,334
4,0,-120,0.6666666666666666,0,21,176,334
5,0,-120,0.6666666666666666,0,21,219,334
6,0,-120,0.6666666666666666,0,21,188,334
2,0.25,-120,0.6666666666666666,0.25,21,46,334
3,0.25,-120,0.6666666666666666,0.25,21,105,334
4,0.25,-120,0.6666666666666666,0.25,21,142,334
5,0.25,-120,0.6666666666666666,0.25,21,168,334
6,0.25,-120,0.6666666666666666,0.25,21,184,334
2,0.5,-120,0.6666666666666666,0.5,21,14,334
3,0.5,-120,0.6666666666666666,0.5,21,66,334
4,0.5,-120,0.6666666666666666,0.5,21,114,334
5,0.5,-120,0.6666666666666666,0.5,21,145,334
6,0.5,-120,0.6666666666666666,0.5,21,175,334
2,0.75,-120,0.6666666666666666,0.75,21,2,334
3,0.75,-120,0.6666666666666666,0.75,21,25,334
4,0.75,-120,0.6666666666666666,0.75,21,64,334
5,0.75,-120,0.6666666666666666,0.75,21,89,334
6,0.75,-120,0.6666666666666666,0.75,21,125,334
2,1,-120,0.6666666666666666,1,21,0,334
3,1,-120,0.6666666666666666,1,21,0,334
4,1,-120,0.6666666666666666,1,21,6,334
5,1,-120,0.6666666666666666,1,21,24,334
6,1,-120,0.6666666666666666,1,21,40,334
2,0,-90,0.6666666666666666,0,21,77,334
3,0,-90,0.6666666666666666,0,21,122,334
4,0,-90,0.6666666666666666,0,21,163,334
5,0,-90,0.6666666666666666,0,21,180,334
6,0,-90,0.6666666666666666,0,21,230,334
2,0.25,-90,0.6666666666666666,0.25,21,32,334
3,0.25,-90,0.6666666666666666,0.25,21,104,334
4,0.25,-90,0.6666666666666666,0.25,21,133,334
5,0.25,-90,0.6666666666666666,0.25,21,159,334
6,0.25,-90,0.6666666666666666,0.25,21,184,334
2,0.5,-90,0.6666666666666666,0.5,21,21,334
3,0.5,-90,0.6666666666666666,0.5,21,59,334
4,0.5,-90,0.6666666666666666,0.5,21,101,334
5,0.5,-90,0.6666666666666666,0.5,21,139,334
6,0.5,-90,0.6666666666666666,0.5,21,169,334
2,0.75,-90,0.6666666666666666,0.75,21,0,334
3,0.75,-90,0.6666666666666666,0.75,21,26,334
4,0.75,-90,0.6666666666666666,0.75,21,62,334
5,0.75,-90,0.6666666666666666,0.75,21,99,334
6,0.75,-90,0.6666666666666666,0.75,21,130,334
2,1,-90,0.6666666666666666,1,21,0,334
3,1,-90,0.6666666666666666,1,21,0,334
4,1,-90,0.6666666666666666,1,21,3,334
5,1,-90,0.6666666666666666,1,21,18,334
6,1,-90,0.6666666666666666,1,21,33,334
2,0,-60,0.6666666666666666,0,21,62,334
3,0,-60,0.6666666666666666,0,21,139,334
4,0,-60,0.6666666666666666,0,21,160,334
5,0,-60,0.6666666666666666,0,21,177,334
